city,title,date,link,image
Dallas - Fort Worth,"Super-Sod selling sod, grass seed in north Fort Worth",1d ago,https://communityimpact.com/keller-roanoke-northeast-fort-worth/business/super-sod-selling-sod-grass-seed-in-north-fort-worth/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F14%2Fc66f75f7c6c87b0095a10081f11518545ecf5dcd9777d72222101ee39b517d55.jpg&w=1920&q=75
Houston,The UPS Store now open in Jordan Ranch,3h ago,https://communityimpact.com/katy-fulshear/business/the-ups-store-now-open-in-jordan-ranch/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2025%2F03%2F04%2F353960.jpeg&w=1920&q=75
Houston,Texan Mattress to sell sleep products soon in New Caney,5h ago,https://communityimpact.com/new-caney-porter/business/texan-mattress-to-sell-sleep-products-soon-in-new-caney/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F15%2F30ccbe0979e09d518bacffd73c364df2e30b844a440762aab1d486a99534db75.jpg&w=1920&q=75
Houston,Yonutz now serving doughnuts and ice cream in The Woodlands,5h ago,https://communityimpact.com/the-woodlands/business/yonutz-now-serving-doughnuts-and-ice-cream-in-the-woodlands/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F14%2F00cb575983b8a69ac9dde83d4b470c0a68776aef1d5bfed6a6ecdd4fe30fbad7.png&w=1920&q=75
Houston,River Oaks District captures Leica Camera as Texas flagship store,5h ago,https://communityimpact.com/heights-river-oaks-montrose/business/river-oaks-district-captures-leica-camera-as-texas-flagship-store/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F15%2F4f8c646a97d3eaf2459af021dedeb676bb2f62f06298eb127967e8883e5fef35.jpg&w=1920&q=75
Houston,Fondren Market Place to add Shoe Palace to tenant lineup,8h ago,https://communityimpact.com/bellaire-meyerland-west-university/business/fondren-market-place-to-add-shoe-palace-to-tenant-lineup/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F01%2F14%2F404884.jpeg&w=1920&q=75
Houston,Dutch Bros set to open in Conroe,19h ago,https://communityimpact.com/conroe-montgomery/business/dutch-bros-set-to-open-in-conroe/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F03%2F27%2F417104.jpeg&w=1920&q=75
San Antonio,Feliz Modern now open in the San Antonio International Airport,"June 22, 2026",https://communityimpact.com/san-antonio/business/feliz-modern-now-open-in-the-san-antonio-international-airport/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F06%2F22%2F429681.jpg&w=1920&q=75
San Antonio,James Avery Artisan Jewelry now open in Schertz Station,"June 19, 2026",https://communityimpact.com/san-antonio/business/james-avery-artisan-jewelry-now-open-in-schertz-station/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F06%2F19%2F429448.jpg&w=1920&q=75
San Antonio,Arnold & Mane hair salon now open in New Braunfels,"April 30, 2026",https://communityimpact.com/san-antonio/austin/arnold-mane-hair-salon-now-open-in-new-braunfels/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F04%2F30%2F418300.jpeg&w=1920&q=75
San Antonio,Roundup: 3 updates from San Antonio businesses in March,"April 8, 2026",https://communityimpact.com/san-antonio/business/roundup-3-updates-from-san-antonio-businesses-in-march/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F02%2F11%2F408950.jpg&w=1920&q=75
San Antonio,Curator Coffee celebrates 5 years serving North San Antonio,"April 8, 2026",https://communityimpact.com/san-antonio/business/curator-coffee-celebrates-5-years-serving-north-san-antonio/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F04%2F07%2F418302.jpg&w=1920&q=75
San Antonio,New family-owned pizza shop opens in North San Antonio,"April 7, 2026",https://communityimpact.com/san-antonio/business/new-family-owned-pizza-shop-opens-in-north-san-antonio/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F04%2F07%2F417637.jpg&w=1920&q=75
Bryan - College Station,"New coffee lounge, antique mall to open in Bryan",1d ago,https://communityimpact.com/bryan-college-station/business/new-coffee-lounge-antique-mall-to-open-in-bryan/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F14%2Fd373091066231c912c53d271ad3949d8056693310eda29490804e46e0b48f561.jpg&w=1920&q=75
Bryan - College Station,Liberty Hearing Center celebrates grand opening in College Station,"September 8, 2026",https://communityimpact.com/bryan-college-station/business/liberty-hearing-center-celebrates-grand-opening-in-college-station/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F08%2F439773.png&w=1920&q=75
Bryan - College Station,College Station Dave & Buster's announces fall opening date,"September 1, 2026",https://communityimpact.com/bryan-college-station/business/college-station-dave-busters-announces-fall-opening-date/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F01%2F439003.jpg&w=1920&q=75
Bryan - College Station,College Station mall to host new 'southern charm’ boutique,"August 31, 2026",https://communityimpact.com/bryan-college-station/business/college-station-mall-to-host-new-southern-charm-boutique/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F31%2F438884.png&w=1920&q=75
Bryan - College Station,College Station nail salon reopens under new management,"August 24, 2026",https://communityimpact.com/bryan-college-station/business/college-station-nail-salon-reopens-under-new-management/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F24%2F437985.png&w=1920&q=75
Bryan - College Station,Bryan Lucky Goat Coffee opens with large community turnout,"August 20, 2026",https://communityimpact.com/bryan-college-station/business/bryan-lucky-goat-coffee-opens-with-large-community-turnout/,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F20%2F437609.png&w=1920&q=75
