state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,State,Number of Workers,WARN Received Date,Closure/Layoff,Temporary/Permanent,Union,Notes
Louisiana,Hostess Brands,Bogalusa,,07/04/2012,,,Retail Bakeries,Louisiana,13,05/04/2012,,,,
Louisiana,Hostess Brands,Shreveport,,07/04/2012,,,Retail Bakeries,Louisiana,2,05/04/2012,,,,
Louisiana,Hostess Brands,West Monroe,,07/04/2012,,,Retail Bakeries,Louisiana,2,05/04/2012,,,,
Louisiana,Hostess Brands,Alexandria,,07/04/2012,,,Retail Bakeries,Louisiana,2,05/04/2012,,,,
Louisiana,Hostess Brands,Baton Rouge,,07/04/2012,,,Retail Bakeries,Louisiana,38,05/04/2012,,,,
Louisiana,Hostess Brands,Alexandria,,07/04/2012,,,Retail Bakeries,Louisiana,16,05/04/2012,,,,
Louisiana,Hostess Brands,Alexandria,,07/04/2012,,,Retail Bakeries,Louisiana,2,05/04/2012,,,,
Louisiana,Hostess Brands,Alexandria,,07/04/2012,,,Retail Bakeries,Louisiana,202,05/04/2012,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,06/29/2012,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,7,05/01/2012,,,,
Louisiana,Advance Baton Rouge,Baton Rouge,,07/31/2012,,,Elementary and Secondary Schools,Louisiana,238,04/25/2012,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,05/31/2012,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,11,04/02/2012,,,,
Louisiana,Rockwell Collins,Bossier City,,06/20/2012,,,Commercial Machinery Repair and Maintenance,Louisiana,58,03/29/2012,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,04/16/2012,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,7,03/01/2012,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,03/07/2012,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,50,02/10/2012,,,,
Louisiana,"Sodexo, Inc.",New Orleans,,02/29/2012,,,Cafeterias,Louisiana,100,01/18/2012,,,,
Louisiana,Rockwell Collins,Bossier City,,03/27/2012,,,Commercial Machinery Repair and Maintenance,Louisiana,58,12/27/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,01/27/2012,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,47,12/01/2011,,,,
Louisiana,Transcom Inc.,Lafayette,,01/21/2012,,,Telemarketing Bureaus,Louisiana,265,11/28/2011,,,,
Louisiana,"KBR, Inc.",Deridder,,12/04/2011,,,New Single Family General Contractor,Louisiana,70,11/04/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,12/30/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,54,11/01/2011,,,,
Louisiana,Lowe's Home Center,Chalmette,,12/16/2011,,,Home Centers,Louisiana,93,10/17/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,11/30/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,10,10/04/2011,,,,
Louisiana,Louisiana Binding Service,Deridder,,09/27/2011,,,Tradebinding and Related Work,Louisiana,40,09/20/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,10/28/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,62,09/01/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,09/30/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,8,08/03/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,09/30/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,15,07/28/2011,,,,
Louisiana,Rockwell Collins,Bossier City,,09/27/2011,,,Commercial Machinery Repair and Maintenance,Louisiana,57,07/15/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,08/26/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,160,06/27/2011,,,,
Louisiana,Flextronics Americas,Shreveport,,07/25/2011,,,Printed Circuit Assembly Manufacturing,Louisiana,2,05/25/2011,,,,
Louisiana,Sitel Operating Corp,Bogalusa,,07/18/2011,,,All Other Professional and Technical Services,Louisiana,149,05/17/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,06/24/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,6,04/25/2011,,,,
Louisiana,Areva NP Inc.,"Lynchburg, VA",,06/14/2011,,,Engineering Services,Louisiana,1,04/14/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,05/27/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,4,03/29/2011,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,04/29/2011,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,3,03/01/2011,,,,
Louisiana,Home Depot,New Orleans,,04/14/2011,,,Home Centers,Louisiana,81,02/10/2011,,,,
Louisiana,Jacobs Field Services,Baton Rouge,,02/18/2011,,,General Contractors,Louisiana,152,01/20/2011,,,,
Louisiana,Sonoco Products,Bastrop,,12/17/2010,,,Miscellaneous Wood Product Manufacturing,Louisiana,50,12/14/2010,,,,
Louisiana,StarTek,Alexandria,,01/29/2011,,,Telemarketing Bureaus,Louisiana,330,11/30/2010,,,,
Louisiana,CNC Applied Technology,Fort Polk,,01/29/2011,,,Security Guards and Patrol Services,Louisiana,60,10/29/2010,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,12/31/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,59,10/27/2010,,,,
Louisiana,Imperial Sugar,Gramercy,,12/31/2010,,,Sugar Cane Refinery,Louisiana,170,10/26/2010,,,,
Louisiana,Union Underwear Co.,Jeanerette,,12/31/2010,,,Men's and Boy's Clothing Merchant Wholesalers,Louisiana,178,10/01/2010,,,,
Louisiana,Xanodyne Pharmaceuticals,"Newport, KY",,11/21/2010,,,Wholesale Trade Agent and Brokers,Louisiana,194,09/21/2010,,,,
Louisiana,Northrop Grumman,Avondale,,10/04/2010,,,Shipbuilding,Louisiana,4703,08/02/2010,,,,
Louisiana,Northrop Grumman,Tallulah,,09/29/2010,,,Shipbuilding,Louisiana,95,08/02/2010,,,,
Louisiana,Northrop Grumman,Belle Chase,,09/30/2010,,,Shipbuilding,Louisiana,51,07/30/2010,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,09/30/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,544,07/28/2010,,,,
Louisiana,Rockwell Collins,Barksdale AFB,,09/28/2010,,,Commercial Machinery Repair and Maintenance,Louisiana,65,07/28/2010,,,,
Louisiana,Devon Energy Corporation,Lafayette,,09/27/2010,,,Support Activities for Oil and Gas Operations,Louisiana,2,07/27/2010,,,,
Louisiana,Coca Cola Enterprises Inc.,Monroe,,09/10/2010,,,Soft Drink Manufacturing,Louisiana,80,07/12/2010,,,,
Louisiana,Butler America,"Shelton, CT",,08/29/2010,,,Engineering Services,Louisiana,50,07/02/2010,,,,
Louisiana,Devon Energy Corporation,Lafayette,,09/01/2010,,,Support Activities for Oil and Gas Operations,Louisiana,50,07/01/2010,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,08/13/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,33,06/10/2010,,,,
Louisiana,Devon Energy Corporation,Lafayette,,07/25/2010,,,Support Activities for Oil and Gas Operations,Louisiana,50,06/02/2010,,,,
Louisiana,Wells Fargo & Co.,Baton Rouge,,07/26/2010,,,Commercial Banking,Louisiana,72,05/25/2010,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,07/30/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,94,05/25/2010,,,,
Louisiana,Coca Cola Enterprises Inc.,Thibodaux,,07/16/2010,,,Soft Drink Manufacturing,Louisiana,111,05/07/2010,,,,
Louisiana,"Sodexo, Inc.",New Orleans,,08/29/2010,,,Food Service Contractors,Louisiana,178,04/28/2010,,,,
Louisiana,"Sodexo, Inc",New Orleans,,05/20/2010,,,Food Service Contractors,Louisiana,154,04/28/2010,,,,
Louisiana,Allen Canning Company,Hessmer,,04/26/2010,,,Fruit and Vegetable Canning,Louisiana,62,04/26/2010,,,,
Louisiana,Devon Energy Corporation,Lafayette,,06/12/2010,,,Support Activities for Oil and Gas Operations,Louisiana,50,04/12/2010,,,,
Louisiana,Steel Fabricators,Monroe,,04/26/2010,,,Fabricated Structural Metal Manufacturing,Louisiana,55,04/12/2010,,,,
Louisiana,ENI US Operating Co.,New Orleans,,06/10/2010,,,Oil and Gas Extraction,Louisiana,138,04/09/2010,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,05/28/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,39,03/24/2010,,,,
Louisiana,JP Morgan Chase,Baton Rouge,,04/25/2010,,,Commercial Banking,Louisiana,239,02/25/2010,,,,
Louisiana,Trane Inc,Cullen,,04/30/2010,,,Air Purification and Equipment Manufacturing,Louisiana,163,02/24/2010,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,04/30/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,184,02/24/2010,,,,
Louisiana,Devon Energy Corporation,Lafayette,,04/22/2010,,,Support Activities for Oil and Gas Operations,Louisiana,50,02/22/2010,,,,
Louisiana,Morgan Research Corp.,Fort Polk,,02/25/2010,,,Engineering Services,Louisiana,98,02/11/2010,,,,
Louisiana,Steel Fabricators,Monroe,,03/08/2010,,,Fabricated Structural Metal Manufacturing,Louisiana,44,02/10/2010,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,03/26/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,35,01/20/2010,,,,
Louisiana,"Accent Marketing Services, LLC",Monroe,,03/07/2010,,,Telecommunications,Louisiana,342,01/06/2010,,,,
Louisiana,Morgan Research Co.,Huntsville,,01/20/2010,,,Engineering Services,Louisiana,134,12/22/2009,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,02/26/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,40,12/17/2009,,,,
Louisiana,"Dresser, Inc.",Alexandria,,01/15/2010,,,Industrial Valve Manufacturing,Louisiana,86,12/14/2009,,,,
Louisiana,Steel Fabricators,Monroe,,12/18/2009,,,Fabricated Structural Metal Manufacturing,Louisiana,114,12/11/2009,,,,
Louisiana,Verizon Wireless,Shreveport,,04/03/2010,,,Wireless Telecommunications Carrier,Louisiana,312,12/03/2009,,,,
Louisiana,LAFOP Fundraising Ctr,Alexandria,,11/27/2009,,,Telemarketing Bureaus,Louisiana,38,11/24/2009,,,,
Louisiana,Bollinger Marine Fabricators,Amelia,,01/19/2010,,,Shipbuilding and Repairing,Louisiana,88,11/18/2009,,,,
Louisiana,Lockheed Martin,New Orleans,,01/29/2010,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,143,11/18/2009,,,,
Louisiana,Shaw,Addis,,01/04/2010,,,Industrial Building Construction,Louisiana,60,11/05/2009,,,,
Louisiana,Allstate,Shreveport,,12/31/2009,,,Insurance Agencies and Brokerages,Louisiana,55,11/02/2009,,,,
Louisiana,"Chart Energy & Chemical, Inc.",New Iberia,,12/31/2009,,,Power Boiler and Heat Exchanger Manufacturing,Louisiana,6,10/30/2009,,,,
Louisiana,International Paper,Pineville,,12/26/2009,,,Paper Mill,Louisiana,230,10/22/2009,,,,
Louisiana,Steel Fabricators,Monroe,,10/16/2009,,,Fabricated Structural Metal Manufacturing,Louisiana,138,10/12/2009,,,,
Louisiana,Blake International,Houma,,10/07/2009,,,Drilling Oil & Gas Wells,Louisiana,49,10/09/2009,,,,
Louisiana,Boise Cascade LLC,Florien,,11/30/2009,,,Softwood Veneer & Plywood Manufacturing,Louisiana,130,10/01/2009,,,,
Louisiana,Crossmark Home Improvement Services,"Plano, TX",,10/31/2009,,,Wholesale Trade Agent and Brokers,Louisiana,1021,08/27/2009,,,,
Louisiana,"Brown-Eagle, Inc.",Baton Rouge,,10/04/2009,,,Packaging and Labeling Services,Louisiana,84,08/04/2009,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,10/02/2009,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,134,07/28/2009,,,,
Louisiana,"Trinity Marine Products, Inc.",Madisonville,,09/19/2009,,,Ship Building and Repairing,Louisiana,235,07/20/2009,,,,
Louisiana,"Chart Energy & Chemical, Inc.",New Iberia,,09/25/2009,,,Power Boiler and Heat Exchanger Manufacturing,Louisiana,109,07/10/2009,,,,
Louisiana,United Retail Service,"Kennesaw, GA",,09/08/2009,,,Home Centers,Louisiana,25,07/08/2009,,,,
Louisiana,"Offshore Specialty Fabricator, Inc.",Houma,,08/07/2009,,,Ship Building and Repairing,Louisiana,90,06/05/2009,,,,
Louisiana,"Equistar Chemicals, LP",Sulphur,,07/27/2009,,,Petrochemical Manufacturing,Louisiana,2,05/26/2009,,,,
Louisiana,First Student,"Kennesaw, GA",,06/30/2009,,,School and Employee Bus Transportation,Louisiana,80,05/19/2009,,,,
Louisiana,"Trinity Marine Products, Inc.",Brusly,,07/18/2009,,,Ship Building and Repairing,Louisiana,190,05/18/2009,,,,
Louisiana,The Wackenhut Corp.,Hahnville,,06/01/2009,,,Security Guards and Patrol Services,Louisiana,122,05/14/2009,,,,
Louisiana,UTLX Manufacturing,Alexandria,,07/10/2009,,,Plant and System Operators,Louisiana,159,05/08/2009,,,,
Louisiana,Saturn of Metairie,Metairie,,05/13/2009,,,New Car Dealers,Louisiana,14,05/08/2009,,,,
Louisiana,Saturn of Slidell,Slidell,,05/13/2009,,,New Car Dealers,Louisiana,17,05/08/2009,,,,
Louisiana,Saturn of New Orleans,Harvey,,05/13/2009,,,New Car Dealers,Louisiana,10,05/08/2009,,,,
Louisiana,Waste Management of St. Tammany,Slidell,,07/01/2009,,,Solid Waste Landfill,Louisiana,55,05/01/2009,,,,
Louisiana,Lyondell Chemical Co.,Westlake,,06/29/2009,,,Urethane & Other Foam Product Manufacturing,Louisiana,4,04/30/2009,,,,
Louisiana,Continental Structural Plastics,Sarepta,,06/15/2009,,,Plastics Material and Resin Manufacturing,Louisiana,108,04/29/2009,,,,
Louisiana,"Boise Paper Holdings, LLC",Deridder,,08/09/2009,,,Softwood Veneer & Plywood Manufacturing,Louisiana,105,04/27/2009,,,,
Louisiana,Shaw,Baton Rouge,,06/27/2009,,,Industrial Building Construction,Louisiana,202,04/27/2009,,,,
Louisiana,Lockheed Martin,New Orleans,,06/26/2009,,,Data Processing and Related Services,Louisiana,66,04/26/2009,,,,
Louisiana,"National Service Co. of Iowa, Inc.",Farmerville,,06/30/2009,,,Animal Slaughtering and Processing,Louisiana,83,04/07/2009,,,,
Louisiana,Doctors' Hospital,Opelousas,,04/30/2009,,,Medical,Louisiana,126,03/31/2009,,,,
Louisiana,UST,Baton Rouge,,06/05/2009,,,All Other Professional and Technical Services,Louisiana,56,03/31/2009,,,,
Louisiana,ICF International,Baton Rouge,,05/29/2009,,,All Other Professional and Technical Services,Louisiana,22,03/30/2009,,,,
Louisiana,Exide Technologies,Baton Rouge,,04/17/2009,,,Primary Batter Manufacturer,Louisiana,120,03/23/2009,,,,
Louisiana,Northrop Grumman,New Orleans,,04/08/2009,,,Shipbuilding,Louisiana,66,03/20/2009,,,,
Louisiana,Weyerhaeuser,Dodson,,03/11/2009,,,Softwood Veneer & Plywood Manufacturing,Louisiana,136,03/11/2009,,,,
Louisiana,Hunt Forest Products Inc.,Natalbany,,05/10/2009,,,Plywood and Engineered Wood Product Manufacturing,Louisiana,198,03/05/2009,,,,
Louisiana,Quadel Housing,Baton Rouge,,05/01/2009,,,All Other Professional and Technical Services,Louisiana,109,03/02/2009,,,,
Louisiana,ICF International,Baton Rouge,,05/01/2009,,,All Other Professional and Technical Services,Louisiana,202,03/02/2009,,,,
Louisiana,Pilgrim's Pride,Farmerville,,04/28/2009,,,Animal Slaughtering and Processing,Louisiana,1294,02/27/2009,,,,
Louisiana,Equistar,Sulphur,,04/28/2009,,,Petrochemical Manufacturing,Louisiana,4,02/26/2009,,,,
Louisiana,Pride Offshore Inc.,"Houston, TX",,03/01/2009,,,Drilling Oil & Gas Wells,Louisiana,115,02/19/2009,,,,
Louisiana,Lockheed Martin,New Orleans,,04/30/2009,,,Plant and System Operators,Louisiana,160,02/02/2009,,,,
Louisiana,Louisiana Hardwood Products,LeMoyen,,01/30/2009,,,Wood Product Manufacturing,Louisiana,396,01/30/2009,,,,
Louisiana,Capital One,Shreveport,,04/03/2009,,,Sales Financing,Louisiana,150,01/27/2009,,,,
Louisiana,ICF International,Baton Rouge,,03/27/2009,,,All Other Professional and Technical Services,Louisiana,135,01/26/2009,,,,
Louisiana,Quadel Housing Services,Baton Rouge,,03/27/2009,,,All Other Professional and Technical Services,Louisiana,70,01/26/2009,,,,
Louisiana,CITGO Petroleum,Lake Charles,,08/12/2008,,,Petroleum Refineries,Louisiana,192,08/12/2008,,,,
Louisiana,Lockheed Martin Space Systems Company,New Orleans,,10/03/2008,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,200,08/01/2008,,,,
Louisiana,Magna Decoma International,Shreveport,,09/29/2008,,,Automobile Manufacturing,Louisiana,62,07/30/2008,,,,
Louisiana,AI –Shreveport LLC,Shreveport,,09/29/2008,,,Automatic Environmental Control Manufacturing,Louisiana,91,07/29/2008,,,,
Louisiana,"Tango Transport, Inc.",Shreveport,,09/29/2008,,,"General Freight Trucking, Long Distance",Louisiana,60,07/28/2008,,,,
Louisiana,General Motors,Shreveport,,09/26/2008,,,Motor Vehicle Manufacturing,Louisiana,200,07/28/2008,,,,
Louisiana,Quadel Housing Services,Baton Rouge,,09/13/2008,,,All Other Professional and Technical Services,Louisiana,67,07/15/2008,,,,
Louisiana,ICF International,Baton Rouge,,09/13/2008,,,All Other Professional and Technical Services,Louisiana,94,07/15/2008,,,,
Louisiana,American Airlines,Kenner,,09/05/2008,,,Scheduled Passenger Air Transportation,Louisiana,8,07/07/2008,,,,
Louisiana,"ABB, Inc.",Mansfield,,08/31/2008,,,Computer Systems Design Services,Louisiana,204,07/01/2008,,,,
Louisiana,The Home Depot,Opelousas,,08/05/2008,,,Home Centers,Louisiana,80,06/03/2008,,,,
Louisiana,IFCO Systems,Hammond,,05/31/2008,,,Wood Container and Pallet Manufacturing,Louisiana,56,05/19/2008,,,,
Louisiana,Blake International,Houma,,05/23/2008,,,Drilling Oil & Gas Wells,Louisiana,245,05/07/2008,,,,
Louisiana,Plastech,Shreveport,,06/30/2008,,,Motor Vehicle Manufacturing,Louisiana,168,05/07/2008,,,,
Louisiana,Skyline Corporation,Bossier City,,07/05/2008,,,"Manufactured Home, Mobile Home, Manufacturing",Louisiana,82,05/07/2008,,,,
Louisiana,"Kenneth Gordon, USA",Harahan,,06/08/2008,,,"Men's Shirt, Except Work Shirt, Manufacturing",Louisiana,83,04/09/2008,,,,
Louisiana,ICF International,Baton Rouge,,05/31/2008,,,All Other Professional and Technical Services,Louisiana,200,04/01/2008,,,,
Louisiana,Georgia Pacific,Springhill,,03/28/2008,,,Softwood Veneer & Plywood Manufacturing,Louisiana,401,03/25/2008,,,,
Louisiana,"Hood Industries, Inc.",Coushatta,,05/16/2008,,,Sawmills,Louisiana,119,03/20/2008,,,,
Louisiana,Capital One Bank,New Orleans,,05/19/2008,,,Sales Financing,Louisiana,160,03/19/2008,,,,
Louisiana,Raytheon Technical Services Company Ft. Polk US Army Base,Fort Polk,,04/30/2008,,,Engineering Services,Louisiana,114,02/26/2008,,,,
Louisiana,Gerdau Ameristeel,Harahan,,03/31/2008,,,Other Fabricated Wire Product Manufacturing,Louisiana,67,02/01/2008,,,,
Louisiana,Macy's,Lake Charles,,03/18/2008,,,Department Stores,Louisiana,66,12/31/2007,,,,
Louisiana,"WinCup Holdings, Inc.",Shreveport,,02/12/2008,,,Polystyrene Foam Product Manufacturing,Louisiana,62,12/17/2007,,,,
Louisiana,Ideal Merchandising,"Apollo Beach, FL",,01/20/2008,,,Durable Goods Merchant Wholesaler,Louisiana,751,12/13/2007,,,,
Louisiana,"FloorServe, Inc.","Dalton, GA",,01/31/2008,,,All Other Support Services,Louisiana,159,12/11/2007,,,,
Louisiana,"Pinnacle Business Solutions, Inc.",Shreveport,,02/29/2008,,,Direct Health and Medical Insurance Carriers,Louisiana,23,12/03/2007,,,,
Louisiana,Georgia Pacific Corporation,Logansport,,10/30/2007,,,Paper Mill,Louisiana,294,10/30/2007,,,,
Louisiana,Valentine Paper,Lockport,,12/28/2007,,,Paper Mill,Louisiana,83,10/29/2007,,,,
Louisiana,United States Gypsum Company,New Orleans,,12/31/2007,,,Gypsym Product Manufacturing,Louisiana,45,10/23/2007,,,,
Louisiana,AT&T,Metairie,,12/29/2007,,,Wired Telecommunications Carrier,Louisiana,55,10/17/2007,,,,
Louisiana,East Jordan Iron Works,"East Jordan, MI",,12/28/2007,,,Iron Foundries,Louisiana,50,08/25/2007,,,,
Louisiana,Aegis Mortgage Corporation,"Houston, TX",,10/31/2007,,,Sales Financing,Louisiana,45,08/07/2007,,,,
Louisiana,Wells Fargo Home Mortgage,Baton Rouge,,09/25/2007,,,Real Estate Credit,Louisiana,59,07/26/2007,,,,
Louisiana,Capital One Mortgage,Baton Rouge,,09/14/2007,,,Sales Financing,Louisiana,118,07/09/2007,,,,
Louisiana,Albertson's LLC,Monroe,,08/05/2007,,,Supermarket and other Grocery Stores,Louisiana,100,06/28/2007,,,,
Louisiana,Abita Springs Water Company,Metairie,,08/29/2007,,,Bottled Water Manufacturing,Louisiana,155,06/14/2007,,,,
Louisiana,Capital One-Indirect Collections,Denham Springs,,08/15/2007,,,Sales Financing,Louisiana,65,06/12/2007,,,,
Louisiana,"Tembec USA, LLC",St. Francisville,,07/31/2007,,,Paper Mill,Louisiana,539,06/01/2007,,,,
Louisiana,Lockheed Martin Government Services Inc.,New Orleans,,07/31/2007,,,Data Processing and Related Services,Louisiana,28,05/25/2007,,,,
Louisiana,McKesson Specialty Pharmacy,Harahan,,03/30/2007,,,Pharmarcy Products Distribution,Louisiana,10,03/30/2007,,,,
Louisiana,Murphy Exploration & Production Company,New Orleans,,06/01/2007,,,Crude Oil Exploration and Petroleum Production,Louisiana,120,03/14/2007,,,,
Louisiana,Marsulex Refinery Environmental Services,Baton Rouge,,03/31/2007,,,Refinery Environmental Services,Louisiana,78,02/07/2007,,,,
Louisiana,Martco Limited Partnership,LeMoyen,,01/30/2007,,,Manufacturing of Reconstituted Wood Products,Louisiana,195,01/30/2007,,,,
Louisiana,McKesson Specialty Pharmacy,Harahan,,03/29/2007,,,Pharmarcy Products Distribution,Louisiana,88,01/25/2007,,,,
Louisiana,Bellsouth Telecommunications,Hammond,,03/10/2007,,,Call Center,Louisiana,65,01/18/2007,,,,
Louisiana,Morton International,New Iberia,,04/06/2007,,,Salt Mining,Louisiana,55,01/12/2007,,,,
Louisiana,Sewell Cadillac Incorporated,New Orleans,,03/06/2007,,,Automotive Dealership,Louisiana,98,01/08/2007,,,,
Louisiana,International Shipholding,New Orleans,,03/31/2007,,,"Sea, Coastal, and Great Lakes Transportation",Louisiana,28,01/03/2007,,,,
