state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,State,Number of Workers,WARN Received Date,Closure/Layoff,Temporary/Permanent,Union,Notes
Kentucky,"Oxford Resource Partners - Kentucky, LLC",,,02/04/2013,,,Western Kentucky | 212111,Kentucky,35,12/06/2012,Closure,,No,
Kentucky,"Oxford Resource Partners - Kentucky, LLC",,,02/04/2012,,,Western Kentucky | 212111,Kentucky,35,12/06/2012,Closure,,No,
Kentucky,Masonite Corporation,,,12/14/2012-01/28/2013,,,Greater Louisville | 321911,Kentucky,72,11/29/2012,Closure,,No,
Kentucky,"Patriot Coal Company, L.P.",,,12/31/2012-01/14/2013,,,Green River | 212111,Kentucky,88,11/01/2012,Closure,,No,
Kentucky,Redwing Shoe Company,,,12/31/2012,,,Bluegrass | 316219,Kentucky,68,10/29/2012,Closure,,No,
Kentucky,Stillhouse Mining LLC Mine No. 2 aka Perkins Branch Mine Mine No. 1,,,12/28/2012,,,EKCEP | 212111,Kentucky,86,10/29/2012,Closure,,No,
Kentucky,"Brake Parts Inc., LLC",,,12/28/2012,,,Bluegrass | 336340,Kentucky,75,10/29/2012,Layoff,,No,
Kentucky,"Solae, LLC dba Dupont Soy Polymer",,,12/31/2012,,,Greater Louisville | 325520,Kentucky,51,10/25/2012,Closure,,Yes,
Kentucky,Hostess Brands,,,,,,Statewide | 424490,Kentucky,,10/18/2012,Tentative Closure,,Yes,
Kentucky,Comair,,,,,,Northern Kentucky | 481111,Kentucky,48,10/15/2012,Closure,,Yes,
Kentucky,Pemco World Air Services,,,10/31/2012,,,Northern Kentucky | 336413,Kentucky,55,10/12/2012,Closure,,No,
Kentucky,"Arch Coal, Inc. Knott County and Raven Complexes",,,,,,EKCEP | 322221,Kentucky,259,09/26/2012,Closure,,No,
Kentucky,Regional Elite Airline Services Blue Grass Airport,,,11/12/2012,,,Bluegrass | 633413,Kentucky,50,09/10/2012,Closure,,No,
Kentucky,CSC,,,,,,Cumberlands | 561320,Kentucky,,09/04/2012,Closure,,No,
Kentucky,Lexmark International Inc.,,,10/31/2012-11/13/2012,,,Bluegrass | 333313,Kentucky,350,08/28/2012,Layoff,,No,
Kentucky,Joy Global,,,10/26/2012,,,Lincoln Trail | 333131,Kentucky,45,08/28/2012,Layoff,,No,
Kentucky,"Arch Coal, Inc. ICG Hazard, LLC Rowdy Gap Mine",,,08/31/2012-12/31/2012,,,EKCEP | 322221,Kentucky,38,08/21/2012,Closure,,No,
Kentucky,"Arch Coal, Inc. Knott County and Raven Complexes",,,,,,EKCEP | 322221,Kentucky,259,08/21/2012,Closure,,No,
Kentucky,"Arch Coal, Inc. Flint Ridge Complex",,,,,,EKCEP | 322221,Kentucky,131,08/21/2012,Closure,,No,
Kentucky,"Trim Masters, Inc.",,,10/22/2012,,,Bluegrass | 423120,Kentucky,54,08/20/2012,Layoff,,No,
Kentucky,Comair,,,,,,Northern Kentucky | 481111,Kentucky,4,08/20/2012,Closure,,Yes,
Kentucky,Pemco World Air Services,,,10/09/2012,,,Northern Kentucky | 336413,Kentucky,64,08/09/2012,Closure,,No,
Kentucky,"Arch Coal, Inc. Knott County and Raven Complexes",,,,,,EKCEP | 322221,Kentucky,259,07/31/2012,Closure,,No,
Kentucky,Comair,,,,,,Northern Kentucky | 481111,Kentucky,"1,194",07/30/2012,Closure,,Yes,
Kentucky,"MV Transportation, Inc.",,,09/30/2012,,,Greater Louisville | 485210,Kentucky,217,07/27/2012,Closure,,Yes,
Kentucky,Kentucky Fuel Corp.,,,09/15/2012,,,EKCEP | 212111,Kentucky,99,07/16/2012,Closure,,No,
Kentucky,Lipari Foods - IK LLC,,,09/15/2012,,,Statewide | 425120,Kentucky,3,07/16/2012,Closure,,No,
Kentucky,Sapphire Coal Company - Advantage Mine Site,,,07/20/2012,,,EKCEP | 212111,Kentucky,163,07/12/2012,Closure,,No,
Kentucky,"Xanodyne Pharmaceuticals, Inc.",,,08/20/2012-3/31/2013,,,Northern Kentucky | 424210,Kentucky,114,07/10/2012,Layoff,,No,
Kentucky,"Arch Coal, Inc. ICG Hazard, LLC Rowdy Gap Mine",,,08/20/2012-08/31/2012,,,EKCEP | 322221,Kentucky,49,07/03/2012,Closure,,No,
Kentucky,Intertape Polymer Corporation,,,12/31/2012,,,Bluegrass | 322221,Kentucky,55,06/27/2012,Closure,,No,
Kentucky,Emerson Power Transmission Solutions,,,8/15/2013-12/31/2013,,,TENCO | 332111,Kentucky,161,06/25/2012,Closure,,No,
Kentucky,"Arch Coal, Inc. ICG Knott, LLC Knott County and Raven Complexes",,,08/20/2012-12/31/2013,,,EKCEP | 213113,Kentucky,259,06/20/2012,Closure,,No,
Kentucky,"Arch Coal, Inc. ICG Hazard, LLC Flint Ridge Complex",,,08/20/2012-12/31/2013,,,EKCEP | 213113,Kentucky,131,06/20/2012,Closure,,No,
Kentucky,"Arch Coal, Inc. ICG Hazard, LLC Rowdy Gap Mine",,,08/20/2012,,,EKCEP | 213113,Kentucky,49,06/20/2012,Closure,,No,
Kentucky,"Arch Coal, Inc. Prestonsburg Office",,,08/20/2012,,,EKCEP | 213113,Kentucky,4,06/20/2012,Layoff,,No,
Kentucky,Sapphire Coal Company - Advantage Mine Site,,,06/16/2012-07/13/2012,,,EKCEP | 212111,Kentucky,163,06/15/2012,Closure,,No,
Kentucky,First Data Technologies First Data Merchant Service,,,07/20/2012-12/31/2013,,,Greater Louisville | 522320,Kentucky,344,06/13/2012,Layoff,,No,
Kentucky,Joy Global,,,07/20/2012,,,Lincoln Trail | 333131,Kentucky,37,06/11/2012,Layoff,,No,
Kentucky,Alpha Natural Resources,,,08/07/2012,,,EKCEP | 212111,Kentucky,416,06/08/2012,Closure,,No,
Kentucky,Long Fork Coap Company,,,08/07/2012,,,EKCEP | 212111,Kentucky,20,06/08/2012,Closure,,Yes,
Kentucky,Multi Packaging Solutions,,,06/08/2012-06/29/2012,,,Greater Louisville | 323110,Kentucky,4,06/07/2012,Closure,,Yes,
Kentucky,Sapphire Coal Company - Advantage Mine Site,,,06/20/2012,,,EKCEP | 212111,Kentucky,163,06/07/2012,Closure,,No,
Kentucky,ASTAR Air Cargo,,,08/04/2012-08/18/2012,,,Northern Kentucky | 481112,Kentucky,238,06/05/2012,Layoff,,No,
Kentucky,Ferry-Morse Seed Company,,,05/18/2012-12/31/2012,,,Western Kentucky | 424910,Kentucky,,05/30/2012,Closure,,Yes,
Kentucky,"RG Steel, LLC Wheeling Corrugating",,,06/04/2012,,,Greater Louisville | 331221,Kentucky,24,05/30/2012,,,Yes,
Kentucky,"Wolverine Services, LLC",,,06/30/2012,,,Lincoln Trail | 561210,Kentucky,179,05/21/2012,,,No,
Kentucky,Lipari Foods,,,06/05/2012-07/15/2012,,,Statewide | 425120,Kentucky,5,05/10/2012,Layoff,,No,
Kentucky,Hostess Brands,,,,,,Cumberlands | 424490,Kentucky,26,05/08/2012,Closure,,Yes,
Kentucky,Corrections Corporation of America Otter Creek Correctional Facility,,,07/01/2012-08/15/2012,,,EKCEP | 922140,Kentucky,156,05/07/2012,Layoff,,No,
Kentucky,US Foods,,,,,,Western Kentucky | 424410,Kentucky,148,05/03/2012,Layoff,,No,
Kentucky,Baker Hughes Incorporated,,,06/29/2012,,,EKCEP | 333132,Kentucky,63,05/01/2012,Closure,,No,
Kentucky,Ohio County Coal Company & Bluegrass Office Grand Eagle Mining Preparation Plant,,,06/19/2012-07/03/2012,,,Green River | 212111,Kentucky,196,04/22/2012,,,No,
Kentucky,Ohio County Coal Company & Bluegrass Office Grand Eagle Mining Preparation Plant,,,06/19/2012-07/03/2012,,,Green River | 212111,Kentucky,196,04/20/2012,Closure,,No,
Kentucky,AAR Precision Systems,,,06/19/2012,,,Lincoln Trail | 333500,Kentucky,61,04/20/2012,Closure,,No,
Kentucky,Sapphire Coal Company - Advantage Mine Site,,,06/16/2012,,,EKCEP | 212111,Kentucky,163,04/18/2012,Closure,,No,
Kentucky,"PPG Industries, Inc.",,,06/29/2012,,,Greater Louisville | 424950,Kentucky,52,04/16/2012,Closure,,No,
Kentucky,Light House Home Products,,,03/30/2012-04/27/2012,,,Bluegrass | 453998,Kentucky,99,04/12/2012,Layoff,,Yes,
Kentucky,Multi Packaging Solutions,,,06/08/2012,,,Greater Louisville | 323110,Kentucky,83,04/09/2012,Closure,,Yes,
Kentucky,"Xerox Commerical Services, LLC",,,06/04/2012,,,EKCEP | 423420,Kentucky,140,04/02/2012,Layoff,,No,
Kentucky,Tru Seal Technologies,,,05/01/2012,,,EKCEP | 444190,Kentucky,217,03/26/2012,Closure,,Yes,
Kentucky,Oxford Resource Partners,,,04/05/2012,,,Western Kentucky | 212111,Kentucky,121,03/22/2012,Layoff,,No,
Kentucky,UPS SCS Hebron Building K Facility,,,03/14/2012,,,"Northern Kentucky | 493110, 541614",Kentucky,109,02/29/2012,Closure,,No,
Kentucky,"Sykes Enterprises, Incorporated",,,04/30/2012,,,Greater Louisville | 561422,Kentucky,113,02/21/2012,Closure,,No,
Kentucky,"QuadGraphics, Incorporated",,,04/20/2012,,,BRADD,Kentucky,115,02/21/2012,Layoff,,No,
Kentucky,Tru Seal Technologies,,,05/07/2012,,,EKCEP | 332321,Kentucky,217,02/17/2012,Closure,,Yes,
Kentucky,Xinergy Corporation - Straight Creek Mine Facility,,,02/16/2012,,,EKCEP | 213113,Kentucky,109,02/17/2012,Layoff,,,
Kentucky,HK Logistics A Dematic Company HK Logistics Kentucky Sortation Center (KYSC),,,07/23/2012,,,Northern Kentucky | 333922,Kentucky,177,02/15/2012,Layoff,,No,
Kentucky,American Woodmark Corporation,,,04/30/2012,,,EKCEP | 337110,Kentucky,157,02/03/2012,Closure,,No,
Kentucky,Stillhouse Mining LLC Mine No. 2 aka Perkins Branch Mine Mine No. 1,,,04/03/2012,,,EKCEP | 212111,Kentucky,77,02/03/2012,Layoff,,No,
Kentucky,"Alpha Natural Resources d/b/a Enterprise Mining Company, LLC",,,04/03/2012,,,EKCEP | 212111,Kentucky,52,02/03/2012,Layoff,,No,
Kentucky,CSC,,,03/22/2012,,,Cumberlands | 561320,Kentucky,,01/23/2012,Layoff,,No,
Kentucky,UPS SCS Hebron Building K Facility,,,03/19/2012-04/01/2012,,,Northern Kentucky,Kentucky,542,01/18/2012,Closure,,No,
Kentucky,Clarcor Air Filtration Products,,,03/12/2012-03/19/2012,,,Cumberlands | 333999,Kentucky,71,01/09/2012,Closure,,No,
Kentucky,CSC,,,02/29/2012,,,EKCEP | 561320,Kentucky,,12/28/2011,Layoff,,No,
Kentucky,American Woodmark Corporation,,,04/30/2012,,,EKCEP | 337110,Kentucky,157,12/19/2011,Closure,,No,
Kentucky,"US Foods, Inc.",,,02/03/2012 - 07/13/2012,,,Western Kentucky,Kentucky,148,12/06/2011,Closure,,No,
Kentucky,"LATA Evironmental Services of Kentucky, LLC",,,01/20/2012-06/30/2012,,,Western Kentucky | 562910,Kentucky,95,11/21/2011,Layoff,,Yes,
Kentucky,Berry Plastics Corporation,,,12/23/2011-01/31/2012,,,Western Kentucky | 326199,Kentucky,124,11/16/2011,Closure,,No,
Kentucky,Leggett & Platt,,,12/19/2011,,,"Bluegrass | 331222, 332618",Kentucky,68,10/20/2011,Closure,,No,
Kentucky,Emerson Power Transmission Solutions,,,,,,TENCO | 332111,Kentucky,76,09/19/2011,Layoff,,No,
Kentucky,"Skyes Enterprises, Incorporated",,,10/31/2011,,,561422,Kentucky,28,09/13/2011,Layoff,,,
Kentucky,"Flextronics Americas, LLC",,,,,,Greater Louisville | 334418,Kentucky,83,09/12/2011,Layoff,,No,
Kentucky,"Kentucky Easter Seal Society, Inc., dba Cardinal Hill Specialty Hospital",,,10/29/2011,,,Northern Kentucky | 623110,Kentucky,92,08/29/2011,Closure,,No,
Kentucky,"Video Monitoring Services of America, LP",,,08/29/2011,,,Greater Louisville | 561621,Kentucky,,08/29/2011,Closure,,No,
Kentucky,Sykes Enterprises,,,10/01/2011-12/31/2011,,,EKCEP | 561422,Kentucky,157,08/02/2011,Layoff,,No,
Kentucky,CSC Applied Technology Group Contract Field Teams,,,08/31/2011,,,Western Kentucky,Kentucky,107,07/06/2011,Layoff,,No,
Kentucky,"Suiza Dairy Group, LLC d/b/a Louis Trauth Dairy",,,08/26/2011,,,Northern Kentucky,Kentucky,108,06/28/2011,Closure,,Yes,
Kentucky,"Trim Masters, Inc.",,,08/26/2011,,,Bluegrass | 336399,Kentucky,134,06/27/2011,Layoff,,No,
Kentucky,"Flextronics Americas, LLC",,,08/31/2011,,,Statewide | 517911,Kentucky,6,06/03/2011,Layoff,,No,
Kentucky,Sykes Enterprises,,,07/31/2011,,,Green River | 561422,Kentucky,96,06/02/2011,Closure,,No,
Kentucky,Kmart Store #4830,,,08/14/2011,,,Northern Kentucky | 452112,Kentucky,75,05/10/2011,Closure,,,
Kentucky,Dematic Corporation,,,05/20/2011-07/15/2011,,,Northern Kentucky | 33392,Kentucky,78,04/29/2011,Closure,,No,
Kentucky,Sykes Enterprises,,,06/30/2011,,,Green River | 561422,Kentucky,96,04/28/2011,Closure,,No,
Kentucky,"Skyes Enterprises, Incorporated",,,06/10/2011,,,Green River | 561422,Kentucky,76,04/28/2011,Layoff,,No,
Kentucky,First Data Technologies/First Data Merchant Service,,,05/02/2011-12/31/2011,,,Greater Louisville | 522320,Kentucky,157,04/21/2011,Layoff,,No,
Kentucky,Sumitomo Electric Wiring Systems Edmonton Plant 4,,,04/25/2011,,,Barren River | 336322,Kentucky,57,04/21/2011,Layoff,,No,
Kentucky,"LATA Evironmental Services of Kentucky, LLC",,,06/10/2011-09/30/2011,,,Western Kentucky | 562910,Kentucky,325,04/12/2011,Layoff,,Yes,
Kentucky,Sykes Enterprises,,,05/31/2011,,,Green River | 561422,Kentucky,76,03/30/2011,Layoff,,No,
Kentucky,Multi Packaging Solutions,,,04/26/2011,,,Greater Louisville | 323110,Kentucky,69,02/28/2011,Layoff,,Yes,
Kentucky,"Mahle Engine Components USA, Inc.",,,09/30/2011,,,Barren River | 336311,Kentucky,93,02/17/2011,Closure,,Yes,
Kentucky,"Sykes Enterprises, Inc.",,,04/16/2011,,,Greater Louisville | 561422,Kentucky,100,02/15/2011,Layoff,,No,
Kentucky,Dematic Corporation,,,04/19/2011,,,Northern Kentucky | 33392,Kentucky,90,02/08/2011,Closure,,No,
Kentucky,Hewlett-Packard,,,01/31/2011,,,Bluegrass,Kentucky,195,02/03/2011,Layoff,,No,
Kentucky,Fosbel Ceramic Technologies,,,04/01/2011,,,TENCO | 238140,Kentucky,64,01/14/2011,Layoff,,No,
Kentucky,AK Steel Corporation,,,02/28/2011,,,TENCO | 331111,Kentucky,266,12/28/2010,Closure,,Yes,
Kentucky,Aegon Insurance Group,,,01/31/2011,,,Greater Louisville,Kentucky,245,12/15/2010,Closure,,,
Kentucky,"Martin-Brower, LLC",,,02/26/2011,,,Greater Louisville | 484122,Kentucky,88,12/13/2010,Closure,,,
Kentucky,CSC Applied Technology Group,,,01/29/2011,,,Western Kentucky,Kentucky,486,12/01/2010,Layoff,,,
Kentucky,"Sumitomo Electric Wiring Systems, Inc.",,,01/14/2011-04/01/2011,,,Barren River,Kentucky,80,11/12/2010,Closure,,,
Kentucky,Philips Electronic North America Corp.,,,02/18/2011,,,Bluegrass | 336321,Kentucky,,11/04/2010,Closure,,Yes,
Kentucky,Teleservices Direct,,,12/31/2010,,,Barren River | 561422,Kentucky,158,11/02/2010,Closure,,No,
Kentucky,Practice Therapeutics,,,12/31/2010,,,Lincoln Trail | 621492,Kentucky,53,11/02/2010,Closure,,No,
Kentucky,"Sumitomo Electric Wiring Systems, Inc.",,,01/14/2011-04/01/2011,,,Barren River,Kentucky,80,11/01/2010,Closure,,No,
Kentucky,"Jack Cooper Transport Co., Inc.",,,12/16/2010,,,Greater Louisville | 484230,Kentucky,195,09/30/2010,Layoff,,Yes,
Kentucky,"Xanodyne Pharmaceuticals, Inc.",,,11/21/2010-03/15/2011,,,Statewide | 424210,Kentucky,8,09/21/2010,Layoff,,No,
Kentucky,"Elan Home Systems, LLC",,,11/12/2010-05/15/2011,,,Bluegrass | 811211,Kentucky,33,09/17/2010,Layoff,,,
Kentucky,United Coal Company dba Sapphire Coal Company,,,11/15/2010,,,EKCEP | 2121,Kentucky,160,09/16/2010,Closure,,No,
Kentucky,Fortis Plastics,,,11/16/2010,,,Green River | 326199,Kentucky,60,09/14/2010,Closure,,No,
Kentucky,PROCARENT,,,08/06/2010,,,Western Kentucky | 621910,Kentucky,54,08/06/2010,Closure,,No,
Kentucky,ACS Government Solutions,,,09/06/2010,,,Statewide | 514513,Kentucky,286,07/17/2010,Closure,,,
Kentucky,National Tobacco Co.,,,09/17/2010,,,Greater Louisville | 312229,Kentucky,37,07/16/2010,Closure,,Yes,
Kentucky,"Butler America, LLC",,,08/29/2013,,,Statewide | 811198,Kentucky,18,07/06/2010,Layoff,,No,
Kentucky,GE Energy Motors and Controls,,,10/30/2010,,,Green River | 333518,Kentucky,88,06/29/2010,Closure,,Yes,
Kentucky,Red Wing Shoes,,,09/20/2010,,,Bluegrass | 316219,Kentucky,101,05/25/2010,Closure,,No,
Kentucky,Overhead Door Corporation,,,07/02/2010-12/17/2010,,,Northern Kentucky | 332321,Kentucky,68,05/05/2010,Closure,,Yes,
Kentucky,ABB,,,06/30/2010,,,Bluegrass | 334416,Kentucky,1,05/03/2010,Layoff,,No,
Kentucky,CSC,,,07/02/2010,,,Cumberlands | 928120,Kentucky,61,04/30/2010,Layoff,,No,
Kentucky,ACS Government Solutions,,,06/22/2010,,,Cumberlands Bluegrass | 514513,Kentucky,286,04/26/2010,Closure,,,
Kentucky,"Mitsuba Bardstown, Inc.",,,05/28/2010,,,"Lincoln Trail | 335312, 336399",Kentucky,,04/09/2010,Layoff,,,
Kentucky,CSX Transportation,,,04/13/2010,,,TENCO | 551114,Kentucky,146,04/06/2010,Layoff,,Yes,
Kentucky,Biggs,,,,,,Northern Kentucky | 445110,Kentucky,111,03/29/2010,Closure,,,
Kentucky,Regional Elite Airline Services,,,05/18/2010,,,Northern Kentucky,Kentucky,839,03/17/2010,Closure,,,
Kentucky,Jackson Plastics,,,04/30/2010,,,Bluegrass | 326199,Kentucky,96,03/02/2010,Closure,,,
Kentucky,Sonoco Corrflex,,,03/29/2010,,,Northern Kentucky | 322211,Kentucky,72,02/25/2010,Layoff,,,
Kentucky,TFE Logistics Group,,,04/01/2010,,,Northern Kentucky | 561320,Kentucky,92,02/04/2010,Layoff,,No,
Kentucky,"Patriot Industries, Inc.",,,02/03/2010-02/17/2010,,,Cumberlands | 314912,Kentucky,84,02/03/2010,Layoff,,,
Kentucky,ArvinMeritor,,,04/01/2010,,,Northern Kentucky,Kentucky,6,01/29/2010,Closure,,,
Kentucky,Kuhlman Electric Corporation,,,05/31/2010,,,Bluegrass | 334416,Kentucky,1,01/22/2010,Layoff,,Yes,
Kentucky,Kuhlman Electric Corporation,,,05/03/2010,,,Bluegrass | 334416,Kentucky,3,01/22/2010,Layoff,,Yes,
Kentucky,"Verizon North, Inc.",,,03/27/2010-04/16/2010,,,Bluegrass | 517212,Kentucky,241,01/20/2010,Closure,,Yes,
Kentucky,Modine Manufacturing Company,,,02/05/2010-03/12/2010,,,Bluegrass | 423730,Kentucky,50,01/11/2010,Closure,,,
Kentucky,Modine Manufacturing Company,,,01/08/2010,,,Bluegrass | 423730,Kentucky,1,01/11/2010,Closure,,,
Kentucky,ArvinMeritor,,,03/12/2010 - 04/15/2010,,,Northern Kentucky,Kentucky,6,01/08/2010,Closure,,No,
Kentucky,ASTAR Air Cargo,,,03/06/2010-07/01/2010,,,Northern Kentucky | 481112,Kentucky,303,01/05/2010,Layoff,,Yes,
Kentucky,"Western Kentucky Navigation, Inc.",,,03/06/2010,,,Western Kentucky | 483211,Kentucky,161,01/02/2010,Closure,,No,
Kentucky,FKI Logistex,,,01/01/2010-09/30/2010,,,Bluegrass | 333922,Kentucky,200,12/17/2009,Closure,,No,
Kentucky,TRANE Climate Solutions,,,03/31/2010,,,Bluegrass | 333415,Kentucky,70,12/10/2009,Layoff,,Yes,
Kentucky,Carhartt,,,03/12/2010,,,Barren River,Kentucky,64,12/07/2009,Closure,,,
Kentucky,Carhartt,,,03/12/2010,,,Barren River,Kentucky,30,12/07/2009,Closure,,,
Kentucky,Exel,,,01/31/2010,,,Greater Louisville | 493111,Kentucky,86,11/26/2009,Closure,,,
Kentucky,ArvinMeritor,,,07/31/2009,,,Northern Kentucky | 3363,Kentucky,41,11/23/2009,Closure,,Yes,
Kentucky,Red Wing Shoes,,,02/28/2010,,,Bluegrass | 316219,Kentucky,202,11/20/2009,Closure,,No,
Kentucky,"CDG Management, LLC and Civic Development Group, LLC - Pikeville Call Center",,,11/22/2009,,,EKCEP | 561422,Kentucky,36,11/17/2009,Closure,,,
Kentucky,Modine Manufacturing Company,,,01/08/2010,,,Bluegrass | 423730,Kentucky,13,11/09/2009,Closure,,,
Kentucky,"Daramic, LLC",,,01/03/2010,,,GRADD | 325211,Kentucky,180,11/09/2009,Layoff,,,
Kentucky,ArvinMeritor,,,12/31/2009,,,Northern Kentucky | 3363,Kentucky,8,11/02/2009,Closure,,No,
Kentucky,National Tobacco,,,12/31/2009,,,Greater Louisville | 312229,Kentucky,5,10/30/2009,Layoff,,No,
Kentucky,GECOM Corporation,,,12/15/2009,,,Bluegrass | 332510,Kentucky,160,10/21/2009,Layoff,,,
Kentucky,"Miller Bros. Coal, LLC",,,12/26/2009-01/08/2010,,,EKCEP | 212112,Kentucky,225,10/20/2009,Layoff,,,
Kentucky,Kuhlman Elctric Corporation,,,06/01/2010,,,Bluegrass | 334416,Kentucky,5,10/15/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,05/03/2010,,,Bluegrass | 334416,Kentucky,2,10/15/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,04/01/2010,,,Bluegrass | 334416,Kentucky,3,10/15/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,01/01/2010,,,Bluegrass | 334416,Kentucky,1,10/15/2009,Layoff,,Yes,
Kentucky,"Faurecia Automotive Seating, Inc. International Industrial Park",,,06/21/2010-07/04/2010,,,Northern Kentucky | 336360,Kentucky,68,10/14/2009,Closure,,No,
Kentucky,GECOM Corporation,,,03/30/2009,,,Bluegrass | 332510,Kentucky,160,10/14/2009,Layoff,,,
Kentucky,The HON Company,,,12/11/2009,,,Green River | 33721,Kentucky,144,10/13/2009,Closure,,Yes,
Kentucky,Mestek Inc.,,,11/16/2009,,,Northern Kentucky | 332322,Kentucky,63,10/01/2009,Closure,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,04/01/2010,,,Bluegrass | 334416,Kentucky,2,09/30/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,03/01/2010,,,Bluegrass | 334416,Kentucky,3,09/30/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,01/18/2010,,,Bluegrass | 334416,Kentucky,2,09/30/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,01/01/2010,,,Bluegrass | 334416,Kentucky,1,09/30/2009,Layoff,,Yes,
Kentucky,ArvinMeritor,,,07/31/2009,,,Northern Kentucky | 3363,Kentucky,,09/28/2009,Closure,,Yes,
Kentucky,ArvinMeritor,,,07/31/2009,,,Northern Kentucky | 3363,Kentucky,,09/28/2009,Closure,,Yes,
Kentucky,Progress Rail Raceland Corp.,,,11/20/2009,,,TENCO | 336510,Kentucky,95,09/24/2009,Layoff,,Yes,
Kentucky,ArvinMeritor,,,11/20/2009-11/27/2009,,,Northern Kentucky | 3363,Kentucky,15,09/21/2009,Closure,,Yes,
Kentucky,Buckhorn Inc.,,,11/30/2009-12/14/2009,,,Greater Louisville,Kentucky,88,09/15/2009,Closure,,No,
Kentucky,Kuhlman Elctric Corporation,,,01/01/2010,,,Bluegrass | 334416,Kentucky,1,09/03/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,11/02/2009,,,Bluegrass | 334416,Kentucky,1,09/03/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,11/02/2009,,,Bluegrass | 334416,Kentucky,1,09/03/2009,Layoff,,Yes,
Kentucky,ArvinMeritor,,,07/31/2009,,,Northern Kentucky | 3363,Kentucky,,08/25/2009,Closure,,Yes,
Kentucky,ArvinMeritor,,,07/31/2009-09/04/2009,,,Northern Kentucky | 3363,Kentucky,72,08/24/2009,Closure,,Yes,
Kentucky,"Roller Coater, Inc.",,,10/09/2024,,,GRADD | 33261,Kentucky,88,08/07/2009,Layoff,,Yes,
Kentucky,"Hitachi Cable Indiana, Inc.",,,08/28/2009,,,Cumberlands,Kentucky,81,08/06/2009,Closure,,No,
Kentucky,"Gardiner Point Innkeepers, Inc.",,,09/30/2009,,,Greater Louisville | 721110,Kentucky,60,08/05/2009,Closure,,,
Kentucky,Exel,,,09/30/2009,,,Northern Kentucky | 493111,Kentucky,54,08/03/2009,Closure,,,
Kentucky,Clarcor Air Filtration Products,,,08/14/2009-10/10/2009,,,Cumberlands | 333999,Kentucky,86,07/28/2009,Layoff,,,
Kentucky,ArvinMeritor,,,10/02/2009,,,Northern Kentucky | 3363,Kentucky,83,07/27/2009,Closure,,Yes,
Kentucky,ArvinMeritor,,,07/31/2009-09/04/2009,,,Northern Kentucky | 3363,Kentucky,83,07/24/2009,Closure,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,09/22/2009,,,Bluegrass | 334416,Kentucky,1,07/24/2009,Layoff,,Yes,
Kentucky,Kuhlman Elctric Corporation,,,09/07/2009,,,Bluegrass | 334416,Kentucky,1,07/20/2009,Layoff,,Yes,
Kentucky,National Tobacco,,,09/17/2009,,,Greater Louisville | 312229,Kentucky,75,07/17/2009,Partial Closure,,Yes,
Kentucky,ArvinMeritor,,,07/31/2009-09/04/2009,,,Northern Kentucky | 3363,Kentucky,88,07/09/2009,Closure,,Yes,
Kentucky,ArvinMeritor,,,09/18/2009,,,Northern Kentucky | 3363,Kentucky,95,07/08/2009,Closure,,Yes,
Kentucky,ArvinMeritor,,,09/11/2009,,,Northern Kentucky | 3363,Kentucky,88,07/08/2009,Closure,,Yes,
Kentucky,ArvinMeritor,,,09/11/2009,,,Northern Kentucky | 3363,Kentucky,88,07/08/2009,Closure,,Yes,
Kentucky,ArvinMeritor,,,05/15/2009,,,Northern Kentucky | 3363,Kentucky,105,06/23/2009,Closure,,Yes,
Kentucky,Occidental Chemical Corporation (OxyChem),,,08/17/2009,,,Greater Louisville | 3261,Kentucky,55,06/16/2009,Layoff,,Yes,
Kentucky,ArvinMeritor,,,08/07/2009,,,Northern Kentucky | 3363,Kentucky,1,06/01/2009,Closure,,,
Kentucky,ArvinMeritor,,,08/07/2009,,,Northern Kentucky | 3363,Kentucky,1,06/01/2009,Closure,,,
Kentucky,Kuhlman Elctric Corporation,,,08/03/2009,,,Bluegrass | 334416,Kentucky,11,05/28/2009,Layoff,,Yes,
Kentucky,Martinrea International Inc.,,,07/31/2009,,,Greater Louisville | 336399,Kentucky,262,05/27/2009,Closure,,Yes,
Kentucky,Komatsu Renam North America,,,09/30/2009,,,Bluegrass | 333120,Kentucky,117,05/20/2009,Closure,,,
Kentucky,"Appalachian Fuels, LLC",,,05/19/2009,,,TENCO | 213113,Kentucky,,05/19/2009,Closure,,No,
Kentucky,"Appalachian Fuels, LLC",,,05/19/2009,,,TENCO/EKCEP | 213113,Kentucky,,05/19/2009,Closure,,No,
Kentucky,ArvinMeritor,,,07/31/2009,,,Northern Kentucky | 3363,Kentucky,158,05/15/2009,Closure,,Yes,
Kentucky,CDG Management,,,05/29/2009,,,West Kentucky | 561422,Kentucky,16,05/15/2009,Closure,,,
